token	token_ids	count	POS
renewed	9100	3	['VERB']
renovated	10601	2	['VERB']
renovation	10525	2	['NOUN']
renovations	15576	1	['NOUN']
rent	9278	1	['VERB']
rental	12635	4	['ADJ']
rented	12524	1	['VERB']
renumbered	27855	1	['VERB']
reorganisation	24934	1	['NOUN']
reorganization	17118	1	['NOUN']
repair	7192	5	['NOUN']
repaired	13671	2	['VERB']
repairs	10315	5	['NOUN']
repay	24565	1	['VERB']
repeal	21825	1	['VERB']
repeat	9377	1	['VERB']
repeated	5567	2	['VERB']
repeatedly	8385	6	['ADV']
repeating	15192	2	['VERB']
repeats	17993	1	['NOUN']
repertoire	13646	1	['NOUN']
repetition	23318	2	['NOUN']
repetitive	23563	2	['ADJ']
replace	5672	10	['VERB']
replaced	2999	43	['VERB']
replacement	6110	13	['NOUN']
replacing	6419	8	['VERB']
replica	15059	14	['NOUN']
replied	3880	6	['VERB']
replies	14054	3	['VERB']
reply	7514	1	['VERB']
report	3189	29	['VERB']
reported	2988	40	['VERB']
reportedly	7283	6	['ADV']
reporters	12060	1	['NOUN']
reporting	7316	3	['NOUN', 'VERB']
reports	4311	14	['NOUN']
repository	22409	1	['NOUN']
represent	5050	23	['VERB']
representation	6630	2	['NOUN']
representations	15066	2	['NOUN']
representative	4387	9	['NOUN']
representatives	4505	7	['PROPN', 'NOUN']
represented	3421	15	['VERB']
representing	5052	7	['VERB']
represents	5836	7	['VERB']
repression	22422	4	['NOUN']
reprised	22598	2	['VERB']
reproduce	21376	1	['VERB']
reproduced	22296	5	['VERB']
reproductive	15124	1	['ADJ']
reptiles	20978	8	['NOUN']
republic	3072	21	['PROPN']
republican	3951	20	['PROPN']
republicans	10643	7	['PROPN']
republished	24476	1	['VERB']
repulsed	24571	8	['VERB']
reputation	5891	8	['NOUN']
request	5227	17	['NOUN']
requested	7303	19	['VERB']
requesting	17942	5	['VERB']
requests	11186	3	['NOUN']
requiem	21199	1	['PROPN']
require	5478	6	['VERB']
required	3223	35	['VERB']
requirement	9095	1	['NOUN']
requirements	5918	2	['NOUN']
requires	5942	2	['VERB']
requiring	9034	4	['VERB']
rescue	5343	6	['NOUN', 'VERB']
rescued	10148	6	['VERB']
rescuing	23659	1	['VERB']
research	2470	6	['PROPN', 'NOUN']
researched	18800	1	['VERB']
resemblance	14062	4	['NOUN']
resemble	13014	3	['VERB']
resembled	15881	3	['VERB']
resembles	12950	2	['VERB']
resembling	15525	2	['VERB']
reservations	17829	1	['NOUN']
reserve	3914	22	['NOUN', 'PROPN']
reserved	9235	4	['VERB']
reserves	8269	7	['NOUN']
reservoirs	22535	1	['NOUN']
reside	13960	2	['VERB']
residence	5039	6	['NOUN']
residences	14094	1	['NOUN']
resident	6319	3	['NOUN']
residential	5647	15	['ADJ']
residents	3901	26	['NOUN']
resides	11665	1	['VERB']
resign	12897	1	['VERB']
resignation	8172	1	['NOUN']
resigned	5295	8	['VERB']
resin	24604	3	['NOUN']
resist	9507	3	['VERB']
resistance	5012	10	['NOUN']
resistant	13070	1	['ADJ']
resisted	13335	3	['VERB']
resolution	5813	8	['NOUN']
resolve	10663	3	['VERB']
resolved	10395	4	['VERB']
resonance	17011	2	['NOUN']
resource	7692	1	['PROPN']
resources	4219	6	['NOUN']
respect	4847	4	['NOUN']
respected	9768	5	['ADJ']
respective	7972	5	['ADJ']
respectively	4414	16	['ADV']
respects	17475	3	['NOUN', 'VERB']
respond	6869	2	['VERB']
responded	5838	13	['VERB']
responding	14120	3	['VERB']
response	3433	14	['NOUN']
responses	10960	1	['NOUN']
responsibilities	10198	6	['NOUN']
responsibility	5368	12	['NOUN']
responsible	3625	39	['ADJ']
rest	2717	34	['NOUN']
restarted	25606	1	['VERB']
restaurant	4825	3	['NOUN']
restaurants	7884	2	['NOUN']
restoration	6418	5	['NOUN']
restore	9239	6	['VERB']
restored	5854	8	['VERB']
restoring	16487	2	['VERB']
restraining	28285	1	['NOUN']
restricted	7775	2	['VERB']
restrictions	9259	2	['NOUN']
restructuring	18322	2	['NOUN']
rests	16626	3	['VERB']
result	2765	58	['NOUN']
resulted	4504	28	['VERB']
resulting	4525	21	['VERB']
results	3463	2	['VERB', 'NOUN']
resume	13746	4	['VERB']
resumed	7943	8	['VERB']
resurgence	26303	2	['NOUN']
resurrected	23053	1	['VERB']
retailers	16629	1	['NOUN']
retain	9279	8	['VERB']
retained	6025	17	['VERB']
retaining	12823	8	['VERB']
retains	14567	1	['VERB']
retaliation	18695	2	['NOUN']
retention	20125	1	['NOUN']
retire	11036	2	['VERB']
retired	3394	14	['VERB']
retirement	5075	4	['NOUN']
retiring	9150	4	['VERB']
retreat	7822	8	['NOUN']
retreated	11672	3	['VERB']
retreating	17512	4	['VERB']
retribution	25928	2	['NOUN']
retrieved	5140	2	['VERB']
retrospective	15354	2	['ADJ']
return	2709	67	['NOUN']
returned	2513	56	['VERB']
returning	4192	18	['VERB']
returns	5651	14	['NOUN', 'VERB']
reunification	28044	1	['NOUN']
reunion	10301	1	['PROPN']
reunited	11653	1	['VERB']
reused	26513	1	['VERB']
reveal	7487	6	['VERB']
revealed	3936	11	['VERB']
revealing	8669	5	['VERB']
reveals	7657	10	['VERB']
revelation	11449	3	['NOUN', 'PROPN']
revenge	7195	3	['NOUN']
revenue	6599	5	['NOUN']
revenues	12594	1	['NOUN']
revered	23886	1	['VERB']
reverse	7901	3	['VERB', 'NOUN']
reversed	11674	5	['VERB']
review	3319	20	['NOUN', 'PROPN']
reviewed	8182	1	['VERB']
reviewer	12027	10	['NOUN']
reviewers	15814	9	['NOUN']
reviewing	15252	1	['VERB']
reviews	4391	12	['NOUN']
revised	8001	7	['VERB']
revisions	24699	2	['NOUN']
revival	6308	5	['NOUN']
revive	17995	2	['VERB']
revived	10570	4	['VERB']
revolt	10073	14	['NOUN', 'PROPN']
revolution	4329	8	['PROPN', 'NOUN']
revolutionary	6208	8	['ADJ']
revolutions	25239	1	['NOUN']
revolver	17863	1	['PROPN']
revolving	24135	2	['ADJ']
reward	10377	3	['NOUN']
rewarded	14610	2	['VERB']
rewards	19054	2	['VERB', 'NOUN']
reworked	27575	7	['VERB']
rey	12569	2	['PROPN']
reyes	12576	2	['PROPN']
rhetoric	17871	2	['NOUN']
rhine	10950	3	['PROPN']
rhyme	20622	2	['NOUN']
rhythm	6348	5	['NOUN']
ri	15544	2	['PROPN', 'NOUN']
riaa	22716	2	['PROPN']
rib	19395	2	['NOUN']
ribs	10335	6	['NOUN']
ric	26220	1	['PROPN']
rica	11509	1	['PROPN']
rican	13641	1	['ADJ']
ricardo	13559	7	['PROPN']
rice	5785	3	['NOUN']
rich	4138	2	['ADJ']
richard	2957	16	['PROPN']
riches	26768	1	['NOUN']
richest	18429	1	['ADJ']
richmond	6713	1	['PROPN']
rick	6174	1	['PROPN']
ricky	11184	54	['PROPN']
rico	7043	1	['PROPN']
rid	9436	2	['VERB']
ridden	15230	1	['VERB']
riddle	21834	2	['PROPN']
ride	4536	3	['NOUN', 'VERB']
riders	8195	1	['NOUN']
rides	12271	2	['NOUN', 'VERB']
ridge	5526	36	['NOUN']
ridges	16386	4	['NOUN']
riding	5559	3	['VERB', 'NOUN']
ridley	20608	2	['PROPN']
riff	24808	1	['NOUN']
rifle	5883	3	['PROPN', 'NOUN']
rifles	9494	4	['NOUN']
rift	16931	1	['NOUN']
rig	19838	4	['NOUN']
rigged	25216	1	['VERB']
right	2157	45	['ADJ', 'NOUN']
rights	2916	14	['NOUN', 'PROPN']
rigorous	20001	1	['ADJ']
rim	11418	10	['NOUN']
ring	3614	18	['NOUN']
rings	7635	2	['NOUN']
rio	5673	4	['PROPN']
riot	11421	3	['NOUN']
riots	12925	4	['NOUN']
rise	4125	14	['NOUN']
rising	4803	5	['VERB']
risk	3891	8	['NOUN']
risky	19188	1	['ADJ']
rite	14034	1	['NOUN']
ritual	8887	2	['NOUN', 'ADJ']
rituals	13549	1	['NOUN']
rival	6538	5	['NOUN']
rivalry	10685	9	['NOUN', 'PROPN']
rivals	9169	9	['NOUN']
river	2314	137	['PROPN']
rivers	5485	5	['NOUN']
riverside	12497	1	['NOUN']
rm	28549	1	['PROPN']
ro	20996	1	['PROPN']
road	2346	149	['NOUN']
roads	4925	21	['NOUN']
roadway	18799	1	['NOUN']
rob	6487	5	['PROPN']
robbery	13742	2	['PROPN']
robert	2728	19	['PROPN']
roberto	10704	1	['PROPN']
robin	5863	1	['PROPN']
robinson	6157	11	['PROPN']
robot	8957	1	['NOUN']
robotic	20478	1	['ADJ']
robust	15873	3	['ADJ']
rochelle	25649	1	['PROPN']
rock	2600	43	['PROPN']
rockefeller	16696	1	['PROPN']
rocket	7596	2	['NOUN']
rockies	22366	3	['PROPN']
rocks	5749	5	['NOUN']
rocky	6857	3	['ADJ']
rod	8473	1	['NOUN']
rodents	28156	1	['NOUN']
rodrigo	18943	1	['PROPN']
rodriguez	9172	1	['PROPN']
roger	5074	8	['PROPN']
rogers	7369	1	['PROPN']
role	2535	57	['PROPN', 'NOUN']
roles	4395	10	['NOUN']
roll	4897	8	['NOUN', 'PROPN']
rolled	4565	3	['VERB']
roller	11220	1	['NOUN']
rolling	5291	4	['VERB', 'ADJ']
rollins	23502	8	['PROPN', 'NOUN']
roma	12836	2	['PROPN']
roman	3142	49	['ADJ']
romance	7472	1	['NOUN']
romans	10900	4	['PROPN']
romantic	6298	8	['ADJ']
rome	4199	40	['PROPN']
romero	18290	1	['PROPN']
ron	6902	3	['PROPN']
ronald	8923	3	['PROPN']
ronnie	11688	1	['PROPN']
roof	4412	9	['NOUN']
roofs	15753	4	['NOUN']
rookie	8305	2	['NOUN', 'PROPN']
room	2282	12	['NOUN']
roommate	18328	1	['NOUN']
rooms	4734	7	['NOUN']
roosevelt	8573	2	['PROPN']
rooster	27681	1	['PROPN']
root	7117	3	['PROPN']
rooted	15685	1	['VERB']
roots	6147	3	['NOUN']
rope	8164	2	['NOUN']
ropes	14607	2	['NOUN']
rory	14285	2	['PROPN']
rosario	17496	2	['PROPN']
rose	3123	20	['VERB']
rosen	21701	1	['PROPN']
roses	10529	7	['NOUN']
rosewood	29528	1	['PROPN']
ross	5811	2	['PROPN']
roster	9238	9	['NOUN']
rosy	26851	1	['ADJ']
rotating	13618	2	['VERB']
rotational	25254	1	['ADJ']
rotherham	27456	1	['PROPN']
rotten	11083	1	['PROPN']
rotterdam	15632	1	['PROPN']
rough	5931	6	['ADJ']
roughly	5560	9	['ADV']
round	2461	54	['NOUN']
rounded	8352	10	['ADJ']
rounds	6241	19	['NOUN']
rourke	24400	2	['PROPN']
route	2799	49	['NOUN']
routes	5847	7	['NOUN']
routine	9410	3	['ADJ']
routinely	19974	1	['ADV']
routing	16972	6	['NOUN']
row	5216	11	['NOUN']
rowan	14596	1	['PROPN']
rows	10281	9	['NOUN']
roy	6060	4	['PROPN']
royal	2548	62	['PROPN']
royalties	25335	1	['NOUN']
royalty	16664	3	['NOUN']
rub	14548	2	['VERB']
rubber	8903	2	['NOUN']
rubble	17538	1	['NOUN']
rudder	24049	1	['VERB']
rudolf	12794	2	['PROPN']
rufus	18316	5	['PROPN']
rugby	4043	2	['NOUN']
rugged	17638	2	['ADJ']
ruined	9868	2	['VERB']
ruins	8435	2	['VERB', 'NOUN']
rule	3627	27	['NOUN']
ruled	5451	7	['VERB']
ruler	7786	5	['NOUN']
rulers	11117	12	['NOUN']
rules	3513	10	['NOUN']
ruling	6996	2	['NOUN']
rumble	15658	15	['PROPN']
rumor	19075	2	['NOUN']
rumored	22710	3	['VERB']
rumors	11256	4	['NOUN']
rumours	19200	4	['NOUN']
run	2448	36	['VERB']
runaway	19050	1	['NOUN']
runner	5479	6	['PROPN', 'NOUN']
runners	7190	2	['NOUN']
running	2770	14	['VERB']
runs	3216	21	['VERB']
runway	9271	6	['NOUN']
rural	3541	10	['ADJ']
ruse	26307	1	['NOUN']
rush	5481	3	['NOUN']
rushed	6760	3	['VERB']
rushing	8375	1	['NOUN']
russell	5735	4	['PROPN']
russia	3607	13	['PROPN']
russian	2845	39	['ADJ']
russians	12513	14	['PROPN']
russo	17023	3	['PROPN']
ruth	7920	1	['PROPN']
ruthless	18101	1	['ADJ']
ry	29431	1	['ADP']
ryan	4575	3	['PROPN']
s	1055	34	['PART']
sabah	22515	2	['PROPN']
sabbath	19546	2	['PROPN']
sable	23492	2	['PROPN']
sabotage	20223	8	['NOUN']
sac	17266	1	['NOUN']
sachs	22818	1	['PROPN']
sack	12803	1	['PROPN']
sacramento	11932	1	['PROPN']
sacrifice	8688	8	['PROPN']
sacrifices	18502	1	['NOUN']
sad	6517	1	['ADJ']
safe	3647	5	['ADJ']
safely	9689	1	['ADV']
safer	13726	1	['ADJ']
safety	3808	3	['NOUN']
sage	10878	6	['NOUN']
sahara	19604	1	['PROPN']
said	2056	113	['VERB']
saigon	24001	1	['PROPN']
sail	9498	7	['NOUN', 'VERB']
sailed	7434	8	['VERB']
sailing	8354	6	['NOUN', 'VERB']
sailors	11279	7	['NOUN']
sails	17553	4	['NOUN']
saint	3002	9	['NOUN']
saints	6586	1	['PROPN']
sake	8739	1	['NOUN']
salaries	20566	1	['NOUN']
salary	10300	4	['NOUN']
sale	5096	1	['NOUN']
sales	4341	6	['NOUN', 'PROPN']
salisbury	13817	1	['PROPN']
salle	18005	2	['PROPN']
sally	8836	1	['PROPN']
salsa	26509	1	['NOUN']
salt	5474	3	['NOUN']
salts	23480	1	['NOUN']
salvador	10582	3	['PROPN']
salvation	12611	4	['NOUN']
sam	3520	7	['PROPN']
same	2168	95	['ADJ']
samoa	15075	1	['PROPN']
sample	7099	3	['NOUN']
samples	8168	4	['NOUN']
samuel	5212	2	['PROPN']
san	2624	108	['PROPN']
sanctioned	14755	1	['VERB']
sanctuary	8493	2	['NOUN', 'ADJ']
sand	5472	1	['NOUN']
sandstone	11694	4	['NOUN']
sandwich	11642	1	['NOUN']
sandwiches	22094	2	['NOUN']
sandy	7525	9	['PROPN', 'ADJ']
sang	6369	4	['VERB']
sanitation	18723	1	['NOUN']
sank	7569	9	['VERB']
sans	20344	1	['PROPN']
santa	4203	20	['PROPN']
santiago	8728	5	['PROPN']
santo	11685	6	['PROPN']
santos	11053	3	['PROPN']
sap	20066	1	['PROPN']
sapphire	21965	1	['PROPN']
sar	18906	2	['PROPN']
sarah	4532	13	['PROPN']
sarawak	21546	35	['PROPN']
sarcasm	20954	1	['NOUN']
sardinia	21594	3	['PROPN']
saskatchewan	10068	2	['PROPN']
sat	2938	1	['VERB']
satan	16795	1	['PROPN']
satellite	5871	22	['NOUN']
satire	18312	3	['NOUN']
satisfaction	9967	3	['NOUN']
satisfactory	23045	1	['ADJ']
satisfied	8510	2	['ADJ']
satisfy	13225	1	['VERB']
satisfying	17087	3	['ADJ', 'VERB']
saturday	5095	4	['PROPN']
saturn	14784	1	['PROPN']
saudi	8174	2	['PROPN']
saul	16897	4	['PROPN']
saunders	15247	5	['PROPN']
savanna	22323	1	['NOUN']
savannah	10891	1	['PROPN']
save	3828	6	['VERB']
saved	5552	4	['VERB']
saves	13169	1	['VERB']
saving	7494	2	['VERB', 'PROPN']
saw	2387	45	['VERB']
sawmill	24744	1	['NOUN']
saxophone	8283	1	['NOUN']
say	2360	9	['VERB']
saying	3038	26	['VERB']
says	2758	25	['VERB']
scale	4094	18	['NOUN']
scaled	18953	2	['VERB']
scales	9539	9	['NOUN']
scalp	21065	3	['NOUN']
scan	13594	1	['PROPN']
scandal	9446	2	['NOUN']
scarcely	20071	1	['ADV']
scared	6015	1	['ADJ']
scars	13521	1	['PROPN']
scary	12459	2	['ADJ']
scattered	7932	9	['VERB']
scenario	11967	2	['NOUN']
scene	3496	51	['NOUN']
scenes	5019	34	['NOUN']
scenic	12916	1	['PROPN']
schedule	6134	7	['NOUN']
scheduled	5115	12	['VERB']
scheduling	19940	1	['NOUN']
scheme	5679	6	['NOUN']
schemes	11683	2	['NOUN']
scholar	6288	3	['NOUN']
scholarly	12683	1	['ADJ']
scholars	5784	8	['NOUN']
scholarship	6566	3	['NOUN']
school	2082	75	['NOUN']
schools	2816	22	['NOUN', 'PROPN']
schooner	21567	1	['NOUN']
schuster	24253	1	['PROPN']
schwartz	16756	2	['PROPN']
science	2671	8	['PROPN', 'NOUN']
sciences	4163	6	['PROPN']
scientific	4045	2	['ADJ']
scientists	6529	1	['NOUN']
scope	9531	5	['NOUN']
score	3556	26	['NOUN']
scored	3195	7	['VERB']
scorer	10835	2	['NOUN']
scores	7644	1	['NOUN']
scoring	4577	6	['VERB', 'PROPN']
scotland	3885	4	['PROPN']
scott	3660	12	['PROPN']
scout	7464	4	['NOUN', 'VERB']
scramble	25740	1	['VERB']
scrapped	14553	3	['VERB']
scream	6978	7	['NOUN']
screaming	7491	8	['VERB']
screams	11652	1	['VERB']
screen	3898	20	['NOUN', 'PROPN']
screened	12238	1	['VERB']
screening	11326	3	['NOUN']
screenings	25437	1	['NOUN']
screenplay	9000	7	['NOUN']
screenwriter	11167	3	['NOUN']
screw	11224	5	['NOUN']
scribe	27789	1	['VERB']
script	5896	33	['NOUN']
scripted	22892	1	['ADJ']
scripts	14546	2	['NOUN']
scrolling	28903	1	['NOUN']
sculpted	19921	17	['VERB']
sculptors	28417	5	['NOUN']
sculpture	6743	12	['NOUN']
sculptures	10801	6	['NOUN']
se	7367	5	['PROPN']
sea	2712	54	['PROPN']
seahawks	21390	1	['PROPN']
seal	7744	3	['NOUN']
sealed	10203	3	['VERB']
sealing	23038	3	['VERB']
seals	13945	2	['PROPN']
seam	25180	1	['NOUN']
seamen	28671	1	['NOUN']
sean	5977	2	['PROPN']
search	3945	24	['NOUN']
searched	9022	2	['VERB']
searches	17193	2	['VERB', 'NOUN']
searching	6575	2	['VERB']
seas	11915	8	['NOUN']
season	2161	167	['NOUN']
seasonal	12348	2	['ADJ']
seasoned	28223	2	['ADJ']
seasons	3692	19	['NOUN']
seat	2835	12	['NOUN']
seated	8901	1	['PROPN']
seats	4272	3	['NOUN']
sebastian	6417	1	['PROPN']
secession	22965	1	['PROPN']
second	2117	164	['ADJ', 'PROPN']
secondary	3905	15	['ADJ']
secondly	16378	3	['ADV']
seconds	3823	18	['NOUN']
secret	3595	12	['ADJ']
secretariat	15128	1	['PROPN']
secretary	3187	14	['PROPN', 'NOUN']
section	2930	46	['NOUN']
sectional	27197	3	['ADJ']
sections	5433	18	['NOUN']
sector	4753	20	['NOUN']
sectors	11105	1	['NOUN']
secular	10644	2	['ADJ']
secure	5851	12	['VERB']
secured	7119	5	['VERB']
securing	12329	1	['VERB']
securities	12012	3	['NOUN']
security	3036	15	['NOUN', 'PROPN']
seduction	26962	3	['NOUN']
seductive	23182	2	['ADJ']
see	2156	39	['VERB']
seed	6534	9	['NOUN']
seeded	13916	8	['VERB']
seeds	8079	6	['NOUN']
seeing	3773	12	['VERB']
seek	6148	5	['VERB']
seeking	6224	5	['VERB']
seeks	11014	5	['VERB']
seem	4025	10	['VERB']
seemed	2790	11	['VERB']
seemingly	9428	4	['ADV']
seems	3849	5	['VERB']
seen	2464	53	['VERB']
sees	5927	11	['VERB']
sega	16562	10	['PROPN']
segments	9214	2	['NOUN']
seine	16470	1	['PROPN']
seize	15126	3	['VERB']
seized	8243	3	['VERB']
seizure	18634	1	['NOUN']
seizures	25750	1	['NOUN']
seldom	15839	3	['ADV']
select	7276	3	['ADJ']
selected	3479	36	['VERB']
selecting	17739	1	['VERB']
selection	4989	12	['NOUN']
selective	13228	2	['ADJ']
self	2969	25	['NOUN']
selfish	14337	1	['ADJ']
sell	5271	2	['VERB']
seller	14939	1	['NOUN']
selling	4855	6	['VERB']
sells	15187	2	['VERB']
selma	28112	1	['PROPN']
semi	4100	6	['PROPN']
seminal	20603	2	['ADJ']
seminars	17239	1	['NOUN']
seminary	8705	2	['PROPN']
senate	4001	44	['PROPN']
senator	5205	6	['NOUN']
senators	10153	6	['NOUN']
send	4604	6	['VERB']
sending	6016	3	['VERB']
sends	10255	2	['VERB']
seneca	21224	14	['PROPN']
senior	3026	16	['ADJ']
sensation	8742	3	['NOUN']
sense	3168	15	['NOUN']
senses	9456	1	['NOUN']
sensible	21082	1	['ADJ']
sensitive	7591	3	['ADJ']
sensory	16792	1	['ADJ']
sent	2741	46	['VERB']
sentenced	7331	2	['VERB']
sentences	11746	1	['NOUN']
sentiment	15792	4	['NOUN']
sentimental	23069	2	['ADJ']
sentiments	23541	1	['NOUN']
seoul	10884	2	['PROPN']
separate	3584	19	['ADJ']
separated	5459	3	['VERB', 'PROPN']
separately	10329	2	['ADV']
separates	18600	1	['VERB']
separating	14443	3	['VERB']
separation	8745	2	['NOUN']
september	2244	150	['PROPN']
sequence	5537	16	['NOUN']
sequences	10071	6	['NOUN']
sequential	25582	2	['ADJ']
ser	14262	2	['PROPN']
serb	20180	1	['ADJ']
serbia	7238	1	['PROPN']
serbs	16757	2	['PROPN']
sergeant	6722	7	['NOUN', 'PROPN']
sergei	14543	1	['PROPN']
sergio	13983	1	['PROPN']
serial	7642	2	['ADJ', 'NOUN']
serials	28172	1	['NOUN']
series	2186	132	['NOUN']
serious	3809	15	['ADJ']
seriously	5667	2	['ADV']
servant	7947	2	['NOUN']
servants	8858	1	['NOUN']
serve	3710	11	['VERB']
served	2366	41	['VERB']
serves	4240	12	['VERB']
service	2326	64	['NOUN']
serviced	22858	2	['VERB']
servicemen	26714	3	['NOUN', 'PROPN']
services	2578	31	['NOUN']
serving	3529	9	['VERB']
session	5219	6	['NOUN']
sessions	6521	3	['NOUN', 'PROPN']
set	2275	69	['VERB', 'PROPN']
seth	6662	3	['PROPN']
sets	4520	4	['VERB']
setting	4292	25	['NOUN']
settings	10906	2	['NOUN']
settle	7392	5	['VERB']
settled	3876	8	['VERB']
settlement	4093	11	['PROPN']
settlements	7617	1	['NOUN']
settling	9853	1	['VERB']
setup	16437	1	['NOUN']
seven	2698	43	['NUM']
seventeen	9171	7	['NUM']
seventeenth	15425	1	['ADJ']
seventh	5066	14	['ADJ']
seventy	10920	1	['NUM']
several	2195	188	['ADJ']
severe	5729	17	['ADJ']
severed	16574	2	['VERB']
severely	8949	6	['ADV']
sewage	19873	1	['NOUN']
sewing	22746	1	['NOUN']
sex	3348	12	['NOUN']
sexual	4424	10	['ADJ']
sexuality	13798	3	['NOUN']
sexually	12581	3	['ADV']
shack	22200	1	['NOUN']
shadow	5192	3	['NOUN']
shadowed	25843	3	['VERB']
shadows	6281	2	['NOUN']
shaft	9093	3	['NOUN']
shafts	20542	3	['NOUN']
shakespeare	8101	3	['PROPN']
shaking	5513	2	['VERB']
shall	4618	1	['AUX']
shallow	8467	6	['ADJ']
shan	17137	1	['PROPN']
shandong	25768	1	['PROPN']
shane	8683	9	['PROPN']
shanghai	8344	1	['PROPN']
shannon	10881	3	['PROPN']
shape	4338	19	['NOUN']
shaped	5044	13	['VERB']
shapes	10466	2	['NOUN']
share	3745	10	['NOUN']
shared	4207	11	['VERB']
shareholder	18668	1	['NOUN']
shares	6661	8	['NOUN']
sharing	6631	4	['VERB']
shark	11420	1	['NOUN']
sharon	10666	1	['PROPN']
sharp	4629	3	['ADJ']
sharply	9249	1	['ADV']
shattered	10909	1	['VERB']
shawn	13218	2	['PROPN']
she	2016	141	['PRON']
shear	18330	25	['NOUN']
sheath	21867	1	['VERB']
shed	8328	3	['VERB']
sheen	20682	3	['PROPN', 'NOUN']
sheet	7123	4	['NOUN']
shell	5806	16	['PROPN']
shells	10986	15	['NOUN']
shelter	7713	4	['NOUN']
sheltered	18304	1	['VERB']
shelters	17177	3	['NOUN']
shelton	22230	5	['PROPN']
sheriff	6458	2	['PROPN']
sherlock	20052	4	['PROPN']
sherman	11011	1	['PROPN']
shi	11895	1	['PROPN']
shield	6099	11	['PROPN']
shields	11824	2	['NOUN']
shift	5670	1	['NOUN']
shifted	5429	4	['VERB']
shifts	12363	3	['NOUN']
shine	12342	1	['VERB']
ship	2911	62	['NOUN']
shipbuilding	16802	4	['NOUN']
shipment	22613	1	['NOUN']
shipments	24636	5	['NOUN']
shipped	12057	11	['VERB']
shipping	7829	10	['NOUN']
ships	3719	125	['NOUN']
shipyard	13858	1	['NOUN']
shirt	3797	2	['NOUN']
shock	5213	2	['NOUN']
shocking	16880	2	['ADJ']
shocks	28215	1	['VERB']
shoes	6007	1	['NOUN']
shoot	5607	6	['NOUN']
shooting	5008	19	['NOUN']
shoots	11758	1	['NOUN']
shopping	6023	13	['NOUN']
shops	7340	4	['NOUN']
shore	5370	8	['NOUN']
shores	13312	3	['NOUN']
short	2460	37	['ADJ']
shortage	15843	3	['NOUN']
shortages	22623	2	['NOUN']
shortened	12641	4	['VERB']
shorter	7820	4	['ADJ']
shortly	3859	23	['ADV']
shot	2915	77	['NOUN']
shots	7171	10	['NOUN']
should	2323	42	['AUX']
shoulder	3244	3	['NOUN']
shouted	6626	2	['VERB']
shouting	11273	3	['VERB']
shouts	15701	1	['VERB']
show	2265	78	['VERB']
showcase	13398	2	['VERB', 'NOUN']
showcased	22443	2	['VERB']
showed	3662	15	['VERB']
shower	6457	3	['NOUN']
showing	4760	15	['VERB']
shown	3491	12	['VERB']
shows	3065	14	['VERB']
showtime	23811	1	['PROPN']
shrill	28349	1	['ADJ']
shrimp	20130	1	['NOUN']
shrine	9571	1	['PROPN']
shrub	15751	1	['NOUN']
shrubs	18812	2	['NOUN']
shut	3844	3	['VERB']
si	9033	2	['PROPN']
sic	14387	1	['NOUN']
sichuan	20980	3	['PROPN']
sicily	12071	2	['PROPN']
sick	5305	2	['ADJ']
sickness	15556	1	['NOUN']
side	2217	70	['NOUN']
sided	11536	3	['VERB']
sides	3903	30	['NOUN']
sidney	11430	4	['PROPN']
siege	6859	5	['PROPN', 'NOUN']
siemens	22108	2	['PROPN']
siena	23754	2	['PROPN']
sierra	7838	4	['PROPN']
sight	4356	6	['NOUN', 'PROPN']
sighted	19985	1	['VERB']
sights	15925	1	['NOUN']
sigismund	26748	2	['PROPN']
sign	3696	7	['NOUN']
signal	4742	4	['NOUN']
signaled	22319	1	['VERB']
signals	7755	4	['NOUN']
signature	8085	9	['NOUN']
signed	2772	35	['VERB']
significance	7784	2	['NOUN']
significant	3278	44	['ADJ']
significantly	6022	9	['ADV']
signing	6608	6	['VERB']
signs	5751	1	['NOUN']
sikh	17246	1	['PROPN']
silence	4223	5	['NOUN', 'VERB']
silent	4333	2	['ADJ']
silk	6953	1	['NOUN']
silly	10021	2	['ADJ']
silva	11183	2	['PROPN']
silver	3165	6	['NOUN']
simeon	24371	14	['PROPN']
similar	2714	51	['ADJ']
similarities	12319	4	['NOUN']
similarity	14402	2	['NOUN']
similarly	6660	14	['ADV']
simmons	13672	2	['PROPN']
simon	4079	5	['PROPN']
simple	3722	11	['ADJ']
simpler	16325	4	['ADJ']
simplest	21304	1	['ADJ']
simplicity	17839	3	['NOUN']
simplified	11038	1	['ADJ']
simply	3432	7	['ADV']
simpson	9304	2	['PROPN']
simulated	23599	1	['VERB']
simultaneous	17424	1	['ADJ']
simultaneously	7453	7	['ADV']
sin	8254	1	['NOUN']
sinatra	19643	2	['PROPN']
since	2144	145	['SCONJ']
sing	6170	2	['VERB']
singapore	5264	5	['PROPN']
singer	3220	10	['NOUN']
singers	8453	1	['NOUN']
singing	4823	5	['VERB']
single	2309	87	['ADJ']
singled	25369	1	['VERB']
singles	3895	12	['NOUN']
sings	10955	2	['VERB']
singular	13048	1	['ADJ']
sink	7752	3	['VERB']
sinking	10186	5	['VERB']
sinks	23462	1	['NOUN']
sinn	26403	1	['PROPN']
sino	19432	2	['PROPN']
sir	2909	16	['PROPN']
sirius	23466	2	['PROPN']
sister	2905	16	['NOUN']
sisters	5208	15	['NOUN']
sit	4133	5	['NOUN']
sitcom	13130	2	['NOUN']
